Projected_Year,Simulation,Claim_1,Claim_2,Claim_3,Claim_4,Claim_5,Claim_6,Claim_7,Claim_8,Claim_9,Claim_10,Claim_11,Claim_12,Claim_13,Claim_14,Claim_15,Claim_16,Claim_17,Claim_18,Claim_19,Claim_20,Claim_21,Claim_22,Claim_23,Claim_24,Claim_25,Claim_26,Claim_27,Claim_28,Claim_29,Claim_30,Claim_31,Claim_32,Claim_33,Claim_34,Claim_35,Claim_36,Claim_37,Claim_38,Claim_39,Claim_40,Claim_41,Claim_42,Claim_43,Claim_44,Claim_45,Claim_46,Claim_47,Claim_48,Claim_49,Claim_50,Claim_51,Claim_52,Claim_53,Claim_54,Claim_55,Claim_56,Claim_57,Claim_58,Claim_59,Claim_60,Claim_61,Claim_62,Claim_63,Claim_64,Claim_65,Claim_66,Claim_67,Claim_68,Claim_69,Claim_70,Claim_71,Claim_72,Claim_73,Claim_74,Claim_75,Claim_76,Claim_77,Claim_78,Claim_79,Claim_80,Claim_81,Claim_82,Claim_83
2026,2362,79,2048,9613,62,50000,532,7187,8,3492,1362,35463,4671,1062,42021,2877,6115,1453,3544,2488,10561,42,5999,365,5071,7,326,1629,842,24.0,2247.0,653.0,248.0,10128.0,2.0,282.0,41349.0,164.0,274.0,16642.0,1886.0,3913.0,3967.0,37326.0,2681.0,5206.0,27701.0,50000.0,4942.0,115.0,50000.0,362.0,41519.0,282.0,50000.0,6729.0,42439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2363,19,10789,353,109,1598,7044,431,1738,215,3964,1305,405,552,50000,486,26765,50000,11816,3959,221,623,6898,21,12412,30359,24956,3016,342,9239.0,202.0,17889.0,3161.0,417.0,50000.0,9826.0,8094.0,5624.0,1787.0,2273.0,3300.0,70.0,726.0,1449.0,491.0,9473.0,50000.0,983.0,4413.0,2238.0,4262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2364,4276,9892,13555,50000,5732,79,50000,50000,50000,1898,4630,6803,50000,25035,1615,21277,5936,3659,7230,5429,820,417,1543,22840,11765,32132,1081,546,4589.0,10041.0,1333.0,784.0,4260.0,54.0,42.0,1689.0,12096.0,84.0,2121.0,200.0,171.0,853.0,32364.0,18850.0,12.0,9.0,15322.0,50000.0,649.0,752.0,5535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2365,1102,1643,818,65,3217,52,22704,46204,1894,1496,49,842,45,8600,317,1159,159,5011,2240,19,4,882,4164,1489,4993,50000,923,50000,496.0,738.0,746.0,157.0,17091.0,21950.0,11.0,186.0,45482.0,635.0,3080.0,652.0,133.0,1693.0,25.0,560.0,20796.0,1479.0,410.0,197.0,5403.0,36121.0,10610.0,1860.0,1714.0,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2366,21,370,244,355,9137,2765,209,20314,50000,9611,50000,2224,50000,11945,50000,583,790,9513,182,48,15,1535,50000,6796,167,523,1352,22,3807.0,1381.0,4683.0,783.0,591.0,22.0,20266.0,2221.0,9277.0,107.0,16585.0,7831.0,488.0,49893.0,139.0,21328.0,6146.0,1565.0,11177.0,19726.0,6449.0,26551.0,20.0,1136.0,1153.0,208.0,10820.0,1740.0,536.0,2747.0,41903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2367,1494,14486,21,938,2530,50000,25051,545,21907,15466,8026,487,10708,20950,8457,380,9765,40142,5333,15772,50000,18472,315,2763,848,3006,50000,672,81.0,1413.0,212.0,1346.0,1339.0,9202.0,184.0,25777.0,104.0,112.0,1056.0,14930.0,18.0,3650.0,1849.0,443.0,431.0,866.0,46382.0,50000.0,539.0,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2368,1286,6269,50000,646,5647,1729,59,24778,10299,36104,117,5560,17701,6093,9289,50000,120,20934,1834,44,7,425,29345,2523,1471,8260,2848,313,24051.0,25.0,50000.0,34.0,806.0,75.0,329.0,139.0,16150.0,1205.0,3818.0,83.0,449.0,20264.0,4320.0,120.0,765.0,3257.0,50000.0,33662.0,50000.0,7059.0,910.0,13260.0,25518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2369,25,11,50000,18416,4118,464,10807,5074,1519,211,463,17146,1380,50000,23139,389,630,23395,36167,3477,160,1077,206,50000,2810,1077,397,9,684.0,2011.0,210.0,14151.0,101.0,3012.0,7879.0,1105.0,142.0,1400.0,135.0,1434.0,3891.0,1617.0,276.0,466.0,50000.0,50000.0,947.0,406.0,1381.0,86.0,333.0,15733.0,29353.0,32910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2370,53,4433,4251,450,36608,50000,960,50000,115,1154,2792,50000,61,50000,40,21422,2772,35601,2539,3490,210,50000,979,50000,1724,15488,54,842,576.0,1909.0,43.0,3233.0,23722.0,30430.0,10497.0,270.0,50000.0,456.0,24395.0,1113.0,17318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2371,3681,111,50000,17774,2045,67,82,35423,5082,37,571,112,31912,27756,2457,1736,30466,50000,928,7704,2968,316,525,236,3147,1650,3939,37274,1528.0,50000.0,888.0,1591.0,4233.0,21987.0,3040.0,1400.0,19781.0,188.0,10975.0,8889.0,11370.0,18727.0,4816.0,50000.0,4724.0,324.0,1855.0,529.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2372,640,12753,37,47,84,1354,43,510,48777,3370,127,4360,47837,2073,434,1715,47,130,375,375,843,149,12302,3555,881,1987,682,50,498.0,63.0,535.0,1205.0,153.0,3325.0,19438.0,50000.0,10150.0,35855.0,1284.0,101.0,95.0,1074.0,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2373,21031,553,2261,2158,64,5404,199,315,1923,346,23059,20024,772,3692,50000,165,2070,95,3666,10,2909,10755,865,2519,121,2932,18671,40522,629.0,174.0,49.0,41061.0,445.0,501.0,7.0,872.0,50000.0,50000.0,2202.0,50000.0,368.0,50000.0,3348.0,10895.0,504.0,7144.0,50000.0,26280.0,490.0,9.0,336.0,2480.0,464.0,2688.0,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2374,25363,20,1472,5453,3,149,38505,1637,6311,240,106,1856,50000,660,1684,5080,19813,11935,21186,70,2671,1379,486,442,41395,142,12,337,76.0,14648.0,1327.0,12122.0,329.0,205.0,50000.0,3128.0,1645.0,867.0,162.0,639.0,4143.0,50000.0,5343.0,37.0,3057.0,5414.0,50000.0,10419.0,775.0,2510.0,476.0,2719.0,50000.0,8559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2375,7,1769,43201,9222,5282,8144,1259,1883,1085,1665,994,4486,50000,45,3332,7523,7824,241,546,22231,3191,1449,779,6649,1510,23673,211,916,48739.0,2220.0,58.0,50000.0,3827.0,10428.0,276.0,506.0,981.0,245.0,712.0,154.0,18.0,63.0,219.0,632.0,599.0,4179.0,50000.0,782.0,372.0,41452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2376,1997,1648,17012,224,490,1536,50000,14,2692,252,35,359,1931,2101,403,7947,24,536,14773,8886,50000,12656,65,23786,614,50000,46128,52,3876.0,1028.0,881.0,50000.0,2651.0,20635.0,9878.0,1144.0,3413.0,34.0,605.0,1502.0,1398.0,1258.0,376.0,1118.0,48.0,50000.0,73.0,790.0,8893.0,49997.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2377,3108,185,50000,1397,62,1801,857,258,3097,10,43,2318,406,1364,50000,2445,41,15709,1163,50000,2955,10592,13753,831,52,50000,12200,5795,338.0,129.0,957.0,37304.0,17924.0,20.0,14244.0,86.0,1558.0,976.0,50000.0,33.0,168.0,9.0,7098.0,50000.0,28794.0,24.0,2973.0,25841.0,873.0,97.0,19228.0,4465.0,50000.0,6419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2378,26,50000,534,213,50000,53,86,215,1071,50000,36971,43300,1718,1448,3671,5825,3036,14015,6656,3094,463,21174,504,2642,210,260,31,301,1300.0,798.0,24432.0,531.0,3801.0,3444.0,1140.0,1005.0,4836.0,122.0,15974.0,423.0,5875.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2379,50000,3837,50000,3588,6275,181,8825,14602,125,86,50000,2992,4817,47125,1735,264,614,18812,51,2010,578,7273,13098,50000,2758,10450,110,287,50000.0,140.0,50000.0,601.0,2149.0,6516.0,178.0,6151.0,24435.0,466.0,301.0,33974.0,172.0,348.0,23351.0,12417.0,34763.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2380,161,4658,7350,3145,29365,1960,2654,46036,242,4230,4859,401,2011,1825,410,74,236,1986,607,60,50000,2307,1656,49,23712,50000,4475,823,1744.0,825.0,448.0,923.0,7236.0,4928.0,50000.0,44341.0,13.0,14736.0,50000.0,29000.0,332.0,18463.0,941.0,131.0,2783.0,50000.0,40525.0,1132.0,527.0,35680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2381,2340,2949,1841,257,1122,559,31,513,897,45,17981,50000,2149,66,1115,1367,3362,50000,130,4343,14780,12973,31691,1937,1838,3064,1966,283,3280.0,6968.0,496.0,6440.0,307.0,847.0,1310.0,28823.0,4247.0,15327.0,3606.0,6859.0,1045.0,2064.0,24605.0,46.0,1975.0,3061.0,7145.0,3157.0,2436.0,152.0,521.0,47786.0,50000.0,11423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2382,276,17484,11490,298,1902,50000,8770,1122,185,2667,11976,50000,15775,5125,32104,24,70,2020,3989,4,50000,262,69,9089,50000,12,10661,10,3324.0,5.0,183.0,3408.0,24263.0,17065.0,16566.0,1055.0,795.0,5662.0,1069.0,2191.0,2245.0,26074.0,1458.0,4638.0,1530.0,10.0,6158.0,206.0,2016.0,1259.0,6319.0,68.0,50000.0,4356.0,1126.0,2474.0,33614.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2383,2245,1852,2682,17317,604,3125,3333,8290,23477,2368,597,10669,38,131,154,323,60,21425,825,26,95,4275,32,2536,1801,1343,1905,123,518.0,80.0,282.0,378.0,425.0,773.0,3893.0,1385.0,722.0,210.0,215.0,4265.0,820.0,1292.0,50000.0,105.0,377.0,50000.0,1238.0,1698.0,50000.0,50000.0,43208.0,639.0,4165.0,44.0,2519.0,4154.0,1046.0,2152.0,50000.0,943.0,2916.0,,,,,,,,,,,,,,,,,,,,,,
2026,2384,2886,10044,1736,1216,23271,1083,690,3432,1765,1496,13838,395,217,6433,9987,2596,123,50000,6182,5603,109,670,7179,9011,575,50000,6788,441,353.0,260.0,140.0,1785.0,4169.0,50000.0,12623.0,37547.0,551.0,4854.0,1980.0,109.0,9623.0,31616.0,479.0,38914.0,6028.0,1109.0,10086.0,50000.0,50000.0,3101.0,31524.0,35383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2385,475,48191,1901,50000,9212,60,277,2020,6156,4414,883,972,7575,51,178,5970,497,4930,2735,16,270,19020,347,50000,180,50000,830,12956,11383.0,50000.0,3380.0,10650.0,634.0,1190.0,472.0,594.0,2.0,1271.0,1923.0,39.0,21797.0,273.0,2186.0,13690.0,713.0,2652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2386,2076,3567,2701,1433,184,44438,2673,731,55,25678,141,6131,1159,9994,50000,162,118,5287,39913,891,1870,59,25318,2294,23514,4053,1284,24926,3012.0,73.0,16940.0,50000.0,315.0,1584.0,50000.0,850.0,141.0,443.0,946.0,34062.0,664.0,13717.0,4773.0,2283.0,2032.0,7.0,6857.0,35571.0,440.0,38237.0,694.0,1610.0,3656.0,50000.0,16.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2387,4283,8616,1479,889,50000,414,2057,50000,21546,30,109,23795,2411,50000,3213,13369,5300,49734,50000,4398,50000,13343,4205,2363,88,50000,2737,171,535.0,131.0,8832.0,50000.0,408.0,123.0,9.0,129.0,106.0,50000.0,45.0,7163.0,5239.0,1559.0,709.0,10462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2388,860,1454,361,2226,15812,2998,10662,8082,13793,50000,286,29,10777,50000,2725,132,6138,34,2734,17,428,50000,80,6344,9733,159,50000,490,2156.0,1677.0,13157.0,50000.0,211.0,4883.0,40927.0,146.0,828.0,18324.0,382.0,563.0,1.0,264.0,25.0,1833.0,9.0,650.0,2899.0,1200.0,9707.0,7680.0,43.0,1855.0,10.0,1225.0,234.0,805.0,884.0,6307.0,1688.0,403.0,10.0,9656.0,74.0,34.0,118.0,,,,,,,,,,,,,,,,,,
2026,2389,16353,1309,8496,120,1032,50000,838,134,477,6873,50000,5,1092,408,813,199,183,89,210,1137,1256,6673,2801,2469,14509,102,388,584,1431.0,15911.0,3034.0,31401.0,50000.0,619.0,25.0,38857.0,1112.0,1002.0,9579.0,1424.0,1486.0,1918.0,182.0,263.0,25634.0,27081.0,2147.0,1101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2390,9739,966,2848,50000,50000,87,2976,108,11630,160,50000,90,136,74,406,5174,26903,225,13303,817,59,21539,810,469,50000,13577,50000,1045,4022.0,126.0,15574.0,429.0,98.0,300.0,2238.0,50000.0,2792.0,1071.0,12107.0,3164.0,36.0,3913.0,48876.0,1099.0,3732.0,2994.0,27355.0,574.0,1019.0,3432.0,493.0,258.0,9680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2391,23984,408,632,1951,7930,811,598,6437,141,959,0,2325,2268,3199,9,297,10213,50000,8155,50000,50000,4004,23152,50000,2399,121,6010,1104,596.0,2269.0,321.0,595.0,477.0,627.0,588.0,50000.0,95.0,29275.0,50000.0,164.0,1658.0,1471.0,28.0,6581.0,4264.0,31526.0,5460.0,3161.0,351.0,20.0,8888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2392,50000,54,11775,1640,172,50000,4130,3657,44,50000,336,4499,23251,4834,16470,26276,50000,77,1980,50000,1762,7,50000,2836,154,3532,7508,256,1462.0,10013.0,184.0,12917.0,50000.0,19.0,3185.0,6479.0,2853.0,14988.0,4459.0,22270.0,15714.0,153.0,46.0,88.0,39920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2393,10298,406,106,18224,6312,485,27483,1332,4086,4230,675,214,50000,50000,262,1288,11119,5694,50000,7666,3853,22,21,416,683,2831,19472,1543,537.0,8977.0,880.0,5554.0,152.0,4986.0,521.0,16526.0,1106.0,1238.0,310.0,32654.0,4039.0,50000.0,3464.0,53.0,17359.0,32042.0,887.0,116.0,50000.0,3270.0,27548.0,421.0,4144.0,1472.0,1280.0,3959.0,3.0,16548.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2394,17230,481,6317,50000,610,2875,466,42,887,501,6491,42045,4203,924,423,31967,27793,857,3935,4925,338,1513,252,50000,158,426,9246,2027,1410.0,42286.0,4775.0,1199.0,671.0,278.0,339.0,699.0,658.0,303.0,14830.0,16052.0,201.0,28095.0,426.0,40.0,139.0,21422.0,38504.0,558.0,9630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2395,1096,50000,12,6535,5242,50000,12942,21,814,6702,329,1304,789,548,1116,1632,15028,382,1336,12287,7927,31,233,411,435,1161,150,4,188.0,18231.0,2038.0,610.0,2702.0,2323.0,50000.0,12838.0,1139.0,19006.0,16108.0,981.0,18458.0,41649.0,1016.0,97.0,13472.0,1206.0,3488.0,11423.0,50000.0,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2396,787,4918,73,681,12893,2322,27424,534,50000,2236,1344,18658,72,586,4150,6522,6,260,1616,1521,9054,819,149,7628,124,528,264,580,24.0,650.0,18128.0,1135.0,6.0,46.0,124.0,1046.0,26.0,6186.0,50000.0,30241.0,8423.0,18429.0,50000.0,8266.0,86.0,48559.0,4201.0,602.0,6147.0,793.0,592.0,50000.0,17.0,1261.0,203.0,212.0,64.0,1262.0,14764.0,7145.0,2998.0,928.0,235.0,2014.0,10710.0,815.0,315.0,,,,,,,,,,,,,,,,
2026,2397,50000,159,18041,127,385,20391,3677,805,50000,101,7525,44341,2145,2640,3443,48,347,33396,255,707,82,311,8802,61,23,22844,1961,105,7160.0,119.0,1122.0,228.0,19.0,27822.0,312.0,50000.0,2543.0,522.0,125.0,2161.0,6799.0,22097.0,8643.0,1038.0,7348.0,717.0,50000.0,835.0,7468.0,8.0,6659.0,5101.0,50000.0,654.0,50000.0,2169.0,15609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2398,477,50000,807,790,3796,2092,7758,3687,8078,7782,89,14,3914,345,259,985,3798,1424,11975,202,50000,20504,892,50000,6,26827,2170,40672,580.0,113.0,3533.0,561.0,3836.0,4754.0,36.0,18617.0,2.0,50000.0,3761.0,328.0,32.0,8622.0,5198.0,1584.0,778.0,10451.0,7.0,70.0,8468.0,578.0,12093.0,153.0,1512.0,542.0,50000.0,715.0,28056.0,4005.0,192.0,5290.0,,,,,,,,,,,,,,,,,,,,,,,
2026,2399,4107,61,759,2111,50000,15077,662,40,44259,8161,37,52,333,50000,217,265,3,1200,50000,15980,5375,433,37,13090,1129,6495,16,8413,50000.0,283.0,2.0,40726.0,1.0,45386.0,1651.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2400,63,5148,17,50000,10059,5554,23839,43,7970,50000,89,26679,12011,357,1846,50000,6694,50000,1193,8249,917,5972,251,42,523,50000,11,3100,1448.0,2795.0,183.0,32740.0,1683.0,50000.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2401,14768,2146,706,53,50000,295,8097,427,35689,172,50000,166,3298,2572,838,194,904,3513,140,261,99,2052,50000,2731,147,1800,11515,5164,11529.0,36.0,9398.0,7717.0,196.0,50000.0,22.0,50000.0,690.0,1053.0,5301.0,25.0,50000.0,3451.0,60.0,915.0,1671.0,2863.0,242.0,36112.0,43318.0,50000.0,4704.0,22950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2402,50000,1774,8324,138,1603,50000,77,9956,26744,574,122,1219,50000,12149,37834,12,685,1154,96,523,3324,260,711,18818,418,22588,979,269,50000.0,2716.0,2.0,10.0,254.0,599.0,3765.0,2603.0,173.0,1571.0,732.0,455.0,419.0,50000.0,86.0,144.0,1052.0,50000.0,1371.0,3290.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2403,4235,146,50000,2044,824,134,2247,183,1574,908,30725,52,209,8655,452,229,2272,719,49,6,50000,9173,50000,34,50000,1388,19,12030,316.0,50000.0,101.0,22929.0,34.0,942.0,13734.0,50000.0,6.0,4852.0,20640.0,453.0,527.0,5.0,3332.0,1204.0,356.0,527.0,175.0,4421.0,2195.0,5087.0,2390.0,12363.0,50000.0,154.0,163.0,801.0,306.0,50000.0,2817.0,287.0,,,,,,,,,,,,,,,,,,,,,,,
2026,2404,2436,1438,3746,1628,2129,20603,240,897,12530,7451,101,188,67,876,16910,7611,1350,30,30786,623,844,756,46,50000,50000,1213,38,27232,9132.0,1253.0,50000.0,20628.0,184.0,28.0,673.0,50000.0,777.0,1586.0,106.0,567.0,1518.0,3026.0,1283.0,1200.0,301.0,11823.0,31882.0,50000.0,124.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2405,1741,20108,1901,484,8117,50000,76,50000,695,352,15121,1024,77,1835,2748,1761,2415,721,19635,3797,31,23,50000,15649,3762,552,5165,23582,3166.0,10032.0,50000.0,89.0,1093.0,28023.0,201.0,1251.0,23.0,50000.0,675.0,1471.0,447.0,2745.0,2785.0,20.0,27.0,27449.0,24514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2406,11317,31,28733,57,695,238,50000,2381,1691,4356,9787,204,50000,1016,4,192,50000,9690,721,14782,53,16583,50000,291,9704,33087,10,164,1056.0,10143.0,4079.0,2327.0,1877.0,304.0,35.0,2542.0,1110.0,1777.0,1032.0,8912.0,79.0,4106.0,53.0,3575.0,4443.0,104.0,27897.0,10900.0,574.0,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2407,1493,125,604,28383,41376,50000,11614,2300,550,283,1263,9028,1859,806,50000,50,7086,12,733,187,1392,1440,132,256,196,50000,74,5643,10.0,1120.0,45037.0,34707.0,1739.0,10626.0,1658.0,1850.0,67.0,94.0,1186.0,37369.0,27022.0,103.0,2134.0,50000.0,14064.0,2578.0,269.0,4120.0,16999.0,1277.0,4294.0,223.0,7850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2408,1434,335,25764,43785,17,668,419,1176,7262,37,23853,302,247,5761,50000,5362,2137,298,1822,527,54,2754,23790,952,50000,657,204,50000,2404.0,977.0,2462.0,2529.0,491.0,2246.0,499.0,77.0,395.0,174.0,1386.0,370.0,50000.0,3419.0,10.0,62.0,2103.0,8288.0,4525.0,6499.0,291.0,50000.0,354.0,17017.0,46.0,46.0,5425.0,11378.0,211.0,30196.0,5242.0,3337.0,,,,,,,,,,,,,,,,,,,,,,,
2026,2409,4851,3000,149,50000,14769,1429,28290,50000,21750,6185,340,371,17,3570,1678,6,5,50000,25,6682,44,50000,9110,7036,166,5310,631,41,795.0,236.0,170.0,3457.0,46.0,50000.0,15429.0,985.0,50000.0,251.0,3215.0,4649.0,85.0,17688.0,222.0,10527.0,2470.0,276.0,1123.0,5932.0,9470.0,21.0,6241.0,206.0,77.0,1549.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2410,1590,254,3707,14200,31034,270,744,134,408,269,5005,1270,1740,17197,16792,498,0,20885,16833,314,3934,50000,50000,113,769,25,590,404,3.0,26737.0,50000.0,43685.0,21829.0,27.0,50000.0,2195.0,5943.0,27486.0,6860.0,50000.0,308.0,50000.0,48.0,5507.0,508.0,3415.0,16470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2411,50000,309,15100,3356,1718,50,96,5245,1346,4340,50000,53,50000,121,1169,491,183,50000,3128,50000,133,1560,85,39,5315,2469,15073,50000,87.0,618.0,8179.0,259.0,4063.0,568.0,697.0,117.0,4918.0,4027.0,1046.0,9695.0,586.0,50000.0,24193.0,17786.0,40.0,1613.0,337.0,666.0,3835.0,1039.0,1124.0,39604.0,295.0,1917.0,274.0,280.0,1103.0,38401.0,84.0,1222.0,1725.0,,,,,,,,,,,,,,,,,,,,,,
2026,2412,35,294,12951,5361,5102,3837,50000,2907,124,113,1134,850,509,12785,50000,1256,102,6701,970,1234,720,512,55,1214,949,281,38,12300,69.0,2108.0,6249.0,37.0,485.0,16618.0,611.0,8.0,8149.0,622.0,1215.0,919.0,13335.0,50000.0,50000.0,50000.0,1189.0,3125.0,14.0,11222.0,575.0,44.0,50000.0,11940.0,50000.0,382.0,28.0,50000.0,376.0,1468.0,46878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2413,7587,10837,3554,3586,43,40671,4169,50000,6944,21275,131,50000,3653,19552,8235,294,251,2107,162,50000,5115,50000,11300,159,6140,19085,2200,184,627.0,4639.0,18043.0,96.0,367.0,15704.0,107.0,1507.0,1536.0,17539.0,4243.0,1533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2414,2285,3309,2821,26110,12948,2380,26875,50000,18575,861,60,437,2152,50000,788,50000,3980,512,139,1236,303,263,73,465,254,1304,1785,210,616.0,1241.0,8655.0,18710.0,1049.0,1482.0,157.0,1175.0,113.0,7828.0,97.0,3640.0,432.0,50000.0,9018.0,7877.0,1204.0,37594.0,2952.0,413.0,12421.0,1829.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2415,173,47057,903,12789,75,25261,16,38,46,3753,3565,212,20,36538,4462,6342,3432,51,845,424,175,161,2099,9040,1341,8365,34519,7692,19057.0,127.0,483.0,41.0,764.0,6.0,9724.0,11287.0,117.0,2839.0,15329.0,4281.0,77.0,1459.0,14383.0,56.0,237.0,4495.0,5936.0,1889.0,2173.0,430.0,818.0,12.0,1437.0,25298.0,16688.0,10865.0,206.0,5528.0,152.0,3988.0,107.0,13.0,20.0,20282.0,16981.0,1211.0,73.0,125.0,350.0,50000.0,,,,,,,,,,,,,
