Projected_Year,Simulation,Claim_1,Claim_2,Claim_3,Claim_4,Claim_5,Claim_6,Claim_7,Claim_8,Claim_9,Claim_10,Claim_11,Claim_12,Claim_13,Claim_14,Claim_15,Claim_16,Claim_17,Claim_18,Claim_19,Claim_20,Claim_21,Claim_22,Claim_23,Claim_24,Claim_25,Claim_26,Claim_27,Claim_28,Claim_29,Claim_30,Claim_31,Claim_32,Claim_33,Claim_34,Claim_35,Claim_36,Claim_37,Claim_38,Claim_39,Claim_40,Claim_41,Claim_42,Claim_43,Claim_44,Claim_45,Claim_46,Claim_47,Claim_48,Claim_49,Claim_50,Claim_51,Claim_52,Claim_53,Claim_54,Claim_55,Claim_56,Claim_57,Claim_58,Claim_59,Claim_60,Claim_61,Claim_62,Claim_63,Claim_64,Claim_65,Claim_66,Claim_67,Claim_68,Claim_69,Claim_70,Claim_71,Claim_72,Claim_73,Claim_74,Claim_75,Claim_76,Claim_77,Claim_78,Claim_79,Claim_80,Claim_81,Claim_82,Claim_83
2026,57,9693,1208,4386,110,2410,1,1219,33,39990,13661,6270,50000,181,50000,20135,1076,33524,122,247,424,517,138,41740,1018,4710,466,20,3831,16.0,1639.0,63.0,50000.0,19111.0,2538.0,46214.0,233.0,7601.0,3212.0,3773.0,47226.0,12206.0,4014.0,31.0,176.0,1431.0,2460.0,115.0,50000.0,50000.0,8804.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,58,16,225,690,50000,7854,69,6582,40,29360,598,1540,50000,77,59,451,26274,43,2,628,7760,39420,610,694,35096,18,735,3138,6002,543.0,2122.0,4.0,374.0,6066.0,166.0,2257.0,5966.0,825.0,2984.0,174.0,1160.0,8985.0,2885.0,448.0,3415.0,11671.0,11.0,35554.0,838.0,5655.0,39123.0,63.0,329.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,59,273,50000,227,484,3249,96,722,4314,845,1541,517,44,4359,50000,2039,3424,11048,81,50000,3233,50000,310,50000,13584,7785,3500,1044,39447,2768.0,14.0,118.0,1222.0,4234.0,1689.0,41312.0,15.0,2790.0,20.0,13068.0,1536.0,5572.0,223.0,48075.0,26495.0,8404.0,1407.0,8326.0,331.0,16616.0,50000.0,13599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,60,8172,6022,18,106,958,916,94,5161,3656,1196,293,26963,50000,579,420,6668,794,1373,12427,16,50000,2336,694,1557,1772,25,50000,2159,5909.0,21136.0,151.0,6378.0,995.0,16254.0,9.0,1519.0,430.0,5752.0,6323.0,330.0,327.0,1475.0,206.0,16061.0,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,61,1,761,144,33,88,2561,50000,4268,426,6103,616,341,108,24,733,2893,1528,686,182,8940,72,13614,158,295,49,554,22432,7088,22608.0,7205.0,122.0,850.0,276.0,50000.0,97.0,18283.0,18249.0,50000.0,697.0,11605.0,50000.0,414.0,42.0,18.0,11616.0,17.0,766.0,5825.0,3097.0,5654.0,3398.0,48003.0,179.0,357.0,281.0,15593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,62,18593,6032,37798,102,50000,50000,12302,50000,31,523,308,11874,140,12996,50000,11117,3964,164,233,44610,13727,1765,683,12,133,50000,79,3130,24314.0,84.0,3093.0,20426.0,2009.0,50000.0,30.0,27648.0,1263.0,13474.0,5884.0,310.0,3456.0,18.0,8829.0,4110.0,4736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,63,214,327,38106,50000,1072,2185,202,36794,10318,50000,215,755,3477,9840,1134,218,17728,11864,196,50000,36559,2726,2377,7805,225,2099,9,17510,39.0,50000.0,851.0,1145.0,404.0,946.0,50000.0,4.0,47775.0,4542.0,95.0,132.0,50000.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,64,108,33667,4548,186,3350,149,30724,27832,7385,4819,50000,1945,101,6005,50000,153,787,5528,1701,166,32388,50000,3183,202,40,3716,30961,6405,1935.0,445.0,126.0,15772.0,19226.0,40.0,50000.0,8207.0,50000.0,67.0,63.0,1340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,65,6864,50000,11425,1060,149,42470,174,50000,955,50000,10673,1381,530,828,5695,2362,440,1285,2371,9,6138,167,108,28,22,65,329,50000,521.0,3039.0,5312.0,2704.0,1603.0,97.0,50000.0,50000.0,29.0,150.0,966.0,174.0,6919.0,314.0,50000.0,38472.0,3317.0,25534.0,31118.0,474.0,252.0,2368.0,16871.0,2759.0,37.0,260.0,1617.0,1611.0,7954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,66,1520,5806,3,10757,2671,1115,50000,359,709,50000,242,490,1347,16010,3277,76,513,425,1604,5660,5553,23,28012,3666,50000,5927,30763,6268,50000.0,7207.0,1523.0,50000.0,18071.0,8200.0,79.0,77.0,4054.0,2804.0,418.0,2772.0,50000.0,11123.0,112.0,1472.0,259.0,737.0,690.0,588.0,84.0,1414.0,478.0,1.0,50000.0,29810.0,758.0,2041.0,103.0,22329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,67,2883,25314,3021,68,694,2710,623,1125,1548,1590,2219,136,323,78,22574,10,35069,50000,913,3,787,1658,155,535,50000,10305,192,36,858.0,1140.0,6752.0,509.0,7015.0,50000.0,15029.0,1726.0,1230.0,796.0,37528.0,404.0,2180.0,2213.0,554.0,62.0,4374.0,1671.0,6820.0,511.0,41504.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,68,50000,24,5788,6409,265,5640,48082,8,6863,4,173,50000,453,103,1185,50000,20,140,50000,50000,1502,87,50000,50000,10674,254,1722,1303,4461.0,50000.0,17640.0,131.0,50000.0,4267.0,10893.0,21909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,69,9694,2650,1466,75,3489,292,8,38864,21501,2216,3457,28750,3416,18762,924,50000,4350,3166,81,3996,242,393,252,135,50000,50000,50000,91,2327.0,76.0,341.0,195.0,43503.0,721.0,28325.0,8848.0,50000.0,48.0,45698.0,34446.0,170.0,24295.0,4521.0,1101.0,247.0,321.0,6547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,70,165,955,38880,18326,62,4698,14,2190,50000,181,241,13210,41,399,8680,397,1078,12569,5599,3800,832,4922,1428,6132,560,1232,163,1783,255.0,119.0,3723.0,3318.0,13849.0,661.0,5413.0,7742.0,5935.0,246.0,2831.0,4849.0,1982.0,10.0,2911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,71,50000,790,314,4962,4259,38683,83,12172,8550,1363,4549,25693,17329,111,15206,1655,2337,2339,1336,38584,1578,118,726,3047,42387,8826,231,50000,3780.0,47587.0,1331.0,7410.0,15960.0,41232.0,27554.0,17324.0,884.0,465.0,4481.0,20182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,72,1114,28098,50000,196,239,1369,4209,523,50000,5635,2149,53,72,3937,9,24632,1310,50000,50000,1235,1491,23601,50000,32,22,410,8387,6763,28424.0,96.0,6.0,16719.0,244.0,12.0,2800.0,14211.0,1434.0,618.0,1306.0,769.0,66.0,325.0,7190.0,4360.0,2967.0,161.0,1235.0,8.0,3045.0,50000.0,48.0,448.0,4442.0,44972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,73,633,343,14,2523,50000,3901,1841,4364,1893,254,15325,3428,2035,169,50000,10299,487,23974,559,274,290,23,6347,20,90,11,1569,1336,859.0,143.0,103.0,6234.0,490.0,4302.0,212.0,3065.0,50000.0,8459.0,693.0,3709.0,1065.0,1986.0,861.0,1290.0,3313.0,161.0,153.0,60.0,35.0,92.0,2903.0,208.0,7053.0,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,74,14,10051,14853,161,5580,228,2487,82,22,746,1428,719,100,715,3823,1740,3076,363,36698,102,6607,37646,6498,1172,518,26123,55,171,719.0,43293.0,5043.0,172.0,895.0,418.0,329.0,22634.0,63.0,50000.0,15516.0,29967.0,610.0,1337.0,54.0,523.0,6709.0,50000.0,121.0,779.0,1332.0,59.0,8570.0,317.0,1193.0,627.0,269.0,1913.0,1134.0,767.0,314.0,,,,,,,,,,,,,,,,,,,,,,,,
2026,75,4336,50000,2764,23633,60,2891,124,48,305,38602,21054,3579,42,1190,4147,3023,19,209,1658,7465,8,1297,2786,16370,11052,8383,262,16,727.0,23962.0,50000.0,11553.0,5710.0,5041.0,483.0,1405.0,50000.0,183.0,50000.0,869.0,50000.0,57.0,8454.0,307.0,56.0,3367.0,24437.0,234.0,45.0,1547.0,1564.0,7694.0,21032.0,1677.0,50000.0,3415.0,817.0,34.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,
2026,76,838,21604,6204,101,2998,10477,50000,18001,13105,2263,5152,44598,69,811,281,5035,42494,436,5,693,19212,7490,5693,965,79,7082,241,50000,8134.0,454.0,421.0,1542.0,1068.0,31982.0,3106.0,311.0,50000.0,2203.0,13371.0,424.0,4837.0,4246.0,17.0,50000.0,49441.0,719.0,123.0,4652.0,2419.0,4747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,77,3147,6924,50000,8085,140,50000,50000,50000,117,3578,11,7787,493,50000,279,28,598,14,12789,11,2091,11,872,50000,4807,224,1800,2037,6364.0,63.0,8596.0,2.0,402.0,573.0,9520.0,2060.0,57.0,165.0,3203.0,1597.0,456.0,583.0,11144.0,532.0,1561.0,50000.0,55.0,19.0,13874.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,78,877,275,1015,50000,14534,16896,56,109,2,256,21410,7112,1117,1841,346,3252,13272,34,4125,20147,688,11272,50000,1499,5217,306,3066,6170,3172.0,151.0,3265.0,50000.0,5993.0,21696.0,1075.0,12751.0,3920.0,180.0,4325.0,162.0,399.0,3129.0,4101.0,99.0,27322.0,8164.0,333.0,41.0,1354.0,637.0,2585.0,784.0,13.0,736.0,905.0,9528.0,338.0,50000.0,16.0,50000.0,1110.0,16785.0,2378.0,33856.0,737.0,124.0,,,,,,,,,,,,,,,,,
2026,79,50000,1465,3392,42979,147,8659,444,1398,2333,45,276,50000,17942,1664,3581,931,50000,1178,3481,34410,277,50000,42,50000,765,1060,17,623,144.0,425.0,1380.0,21469.0,3276.0,4209.0,125.0,214.0,50000.0,308.0,50000.0,1059.0,1958.0,28466.0,47171.0,1475.0,736.0,1692.0,4541.0,4243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,80,3,5153,1535,536,3584,1673,32872,2416,299,23283,1130,7285,588,382,2404,2010,6480,993,20,658,14234,924,1050,23063,327,41,1302,579,173.0,1254.0,6673.0,1902.0,4202.0,50000.0,824.0,3911.0,543.0,233.0,449.0,586.0,4793.0,50000.0,324.0,685.0,1662.0,5250.0,3769.0,48636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,81,4,5,562,30454,38,1,8147,3585,127,165,171,2568,405,6715,2,227,116,1024,505,14379,18,2182,7889,50000,582,4390,21,5,16173.0,1920.0,37329.0,62.0,7165.0,50000.0,5574.0,3894.0,1989.0,38.0,50000.0,421.0,6893.0,39.0,101.0,50000.0,815.0,50000.0,1600.0,19.0,18208.0,444.0,11215.0,2074.0,41.0,2939.0,50000.0,6697.0,1685.0,28824.0,3301.0,,,,,,,,,,,,,,,,,,,,,,,,
2026,82,3291,126,3498,26081,240,50000,1547,210,23723,949,13062,937,1676,6707,4036,13,117,19995,1398,524,65,130,12,1510,434,173,1641,4847,50000.0,44.0,35581.0,22308.0,276.0,3240.0,618.0,3101.0,50000.0,8881.0,6965.0,662.0,47.0,1155.0,40052.0,42.0,138.0,2672.0,165.0,267.0,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,83,64,169,11349,74,35,401,12190,1188,608,2176,25,6726,5089,698,24221,115,32883,2867,838,1852,1488,41448,131,288,26137,438,18599,50000,711.0,10738.0,108.0,12906.0,3209.0,6371.0,386.0,30.0,6872.0,11.0,879.0,20593.0,3149.0,50000.0,25414.0,378.0,2085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,84,1729,37,184,478,12,2193,1043,29,5361,11708,3439,864,8572,10708,4206,246,3894,38950,436,50000,521,2112,361,3407,25,495,126,2733,23534.0,9828.0,5.0,50000.0,4081.0,278.0,2886.0,3028.0,366.0,3197.0,425.0,707.0,349.0,54.0,2806.0,8441.0,7075.0,15197.0,4389.0,512.0,15967.0,65.0,204.0,174.0,29166.0,20676.0,6603.0,28578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,85,215,4664,1423,16259,1459,742,7552,17497,365,1671,137,4,3217,8955,3755,15,808,7,50000,128,45262,20837,204,114,4685,235,2517,581,22.0,7.0,3436.0,477.0,487.0,11136.0,36857.0,983.0,829.0,6819.0,65.0,3406.0,7763.0,10708.0,15.0,289.0,215.0,2501.0,6495.0,50000.0,563.0,559.0,34726.0,4094.0,46673.0,4014.0,107.0,69.0,40.0,10231.0,38284.0,,,,,,,,,,,,,,,,,,,,,,,,
2026,86,50000,16106,35891,455,107,16390,5545,2548,5140,4376,48602,49982,7615,16215,7061,613,12965,59,27315,98,3985,234,7792,1788,36,5588,457,17717,1953.0,5245.0,177.0,445.0,617.0,16664.0,50000.0,259.0,28933.0,8.0,98.0,176.0,66.0,37.0,5481.0,1139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,87,5038,10986,3788,10122,1635,99,27585,445,187,1246,198,684,4611,4661,205,573,28751,6755,50000,37480,34261,60,13205,1704,489,2966,20802,6830,215.0,12515.0,394.0,3351.0,910.0,1125.0,13284.0,144.0,50000.0,20.0,435.0,4924.0,8420.0,1513.0,1686.0,5447.0,1091.0,50000.0,15955.0,17351.0,173.0,1596.0,917.0,157.0,4801.0,506.0,10062.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,88,50000,206,3373,14165,466,16488,89,50000,2017,437,920,14783,450,298,1117,102,50000,471,15649,3291,165,1918,13888,1215,38720,25186,19476,615,130.0,418.0,3184.0,7645.0,8.0,1908.0,2893.0,971.0,49519.0,5603.0,50000.0,1133.0,20403.0,50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,89,126,1031,820,6635,10873,238,2308,12,50000,539,2239,896,34410,2,1867,1493,625,50000,211,13470,4754,45961,366,310,30361,5653,41,504,5127.0,15892.0,355.0,1.0,7225.0,91.0,12.0,2.0,14972.0,2687.0,1106.0,50000.0,9616.0,50000.0,59.0,1785.0,34.0,1096.0,1044.0,9362.0,2182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,90,9287,11349,50000,883,184,3607,261,50000,957,472,598,11783,1311,390,50000,228,2128,9984,33,6487,138,15306,174,11050,31113,16863,3655,1090,459.0,50000.0,337.0,145.0,10316.0,265.0,180.0,52.0,580.0,1582.0,3580.0,21123.0,7291.0,1207.0,1185.0,6992.0,47252.0,2672.0,601.0,162.0,52.0,10340.0,8287.0,8274.0,1410.0,50000.0,579.0,21333.0,1767.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026,91,8595,5435,4763,2387,1770,50000,37870,11914,2576,24296,7131,2079,910,1589,1,3300,572,50000,2044,99,1718,141,6377,4036,21471,268,2120,64,11294.0,7146.0,6745.0,1955.0,5505.0,50000.0,953.0,2756.0,128.0,221.0,2488.0,30965.0,1024.0,1078.0,702.0,510.0,4077.0,46.0,48253.0,367.0,11887.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,92,10407,10488,5099,161,3639,100,1033,25690,14338,2022,169,9817,2044,6,13841,1832,39637,125,1,3918,4043,28,168,50000,905,12160,381,10,1271.0,1001.0,715.0,1461.0,3775.0,1336.0,82.0,6584.0,15.0,11.0,12413.0,6937.0,1686.0,59.0,330.0,1008.0,36.0,305.0,9985.0,50000.0,680.0,12963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,93,16,10165,260,4206,1046,50000,218,9385,966,1309,1228,234,1879,1664,3564,2406,14384,19701,140,17176,100,8495,9202,16,2458,602,291,50000,378.0,258.0,2354.0,10853.0,1365.0,36210.0,7366.0,8.0,516.0,476.0,6473.0,3.0,50000.0,7367.0,2827.0,37616.0,50000.0,17261.0,20991.0,2701.0,1365.0,591.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,94,348,66,1610,29,3141,1777,2814,526,50000,50000,86,3490,424,153,68,5751,353,22015,23495,50000,230,6408,9500,593,281,50000,3443,9584,248.0,92.0,467.0,1427.0,135.0,1899.0,28.0,118.0,10461.0,8841.0,729.0,152.0,148.0,764.0,9791.0,19936.0,561.0,108.0,3809.0,247.0,531.0,50000.0,15473.0,2892.0,80.0,3307.0,27922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,95,759,50000,49702,50000,4184,8485,50000,5974,554,633,3540,77,1360,30397,8,50000,32430,615,7599,1962,42469,22851,58,8482,1163,2396,314,50000,26385.0,305.0,69.0,741.0,5784.0,3554.0,45005.0,14096.0,22112.0,4417.0,60.0,1192.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,96,1589,155,10,49,62,50000,2603,5169,7,97,17982,3994,1346,8019,50000,1119,2316,3155,50000,10,10788,1460,8058,375,1722,11578,50000,14751,232.0,673.0,625.0,22.0,851.0,12217.0,80.0,26947.0,6610.0,309.0,1365.0,50000.0,12239.0,1990.0,1073.0,2359.0,540.0,10.0,50000.0,2873.0,5281.0,1684.0,308.0,1222.0,35.0,50000.0,88.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,97,646,49124,2019,88,45141,12161,7505,11704,50000,50000,348,50000,5086,6801,28,1270,254,15510,28518,11,1842,32388,1219,12102,4694,4584,986,92,117.0,11519.0,2044.0,1376.0,673.0,906.0,26841.0,840.0,68.0,12553.0,1165.0,2106.0,50000.0,1849.0,4019.0,101.0,1123.0,8969.0,39.0,3221.0,2506.0,2159.0,26193.0,4501.0,40991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,98,326,20,332,59,50000,1459,818,18076,117,285,2309,25648,6845,3628,2368,5308,3227,147,2185,132,2386,584,50000,1762,58,1391,7155,50000,444.0,37.0,15080.0,61.0,653.0,1021.0,1635.0,10950.0,351.0,980.0,1878.0,2832.0,2488.0,5806.0,16135.0,5208.0,6068.0,37.0,2208.0,6475.0,12098.0,343.0,373.0,462.0,7467.0,25979.0,701.0,18948.0,2653.0,1426.0,1146.0,12646.0,4402.0,50000.0,,,,,,,,,,,,,,,,,,,,,
2026,99,230,7132,517,220,1895,2747,50000,1227,115,3859,11,1546,2027,14262,22338,551,1335,285,115,4233,80,689,161,7720,50000,75,19,1424,2025.0,3368.0,636.0,1177.0,4890.0,26409.0,15.0,772.0,3327.0,195.0,50000.0,396.0,1755.0,7844.0,442.0,19.0,665.0,25692.0,837.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,100,19808,850,542,2831,13435,50000,15478,35622,548,149,2276,2547,130,1255,5296,4804,6890,4037,546,537,96,50000,2014,1108,190,50000,132,665,5520.0,8762.0,21476.0,50000.0,6922.0,138.0,1023.0,4211.0,50000.0,59.0,39649.0,3056.0,15894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,101,1508,236,12782,10037,22250,1883,433,39,15176,5632,173,505,604,47,251,114,692,306,33,50000,44938,276,3853,5542,38524,250,30061,493,68.0,11953.0,49455.0,50000.0,96.0,11221.0,697.0,13866.0,49.0,82.0,279.0,2373.0,390.0,10154.0,25528.0,8748.0,50000.0,5520.0,92.0,50000.0,427.0,19065.0,43299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,102,1274,2377,13039,11149,3915,1154,889,16714,7795,1022,29317,1409,230,291,168,984,42868,259,3122,375,1014,44,1120,1198,7540,3407,97,29471,3298.0,3201.0,1903.0,532.0,3360.0,6412.0,24.0,505.0,1028.0,3700.0,38739.0,281.0,559.0,539.0,261.0,816.0,13436.0,139.0,5688.0,27.0,477.0,853.0,50000.0,978.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,103,2120,9065,4989,2963,35839,504,18339,33,202,21,978,1734,2591,2273,190,1209,46,50000,910,572,50000,87,116,125,1642,5743,12428,50000,7.0,8951.0,482.0,448.0,412.0,200.0,50000.0,16073.0,2063.0,50000.0,44.0,69.0,8.0,337.0,2920.0,2519.0,2831.0,57.0,14571.0,3549.0,12224.0,17.0,4250.0,99.0,719.0,7429.0,2446.0,230.0,1978.0,42.0,34778.0,1164.0,32120.0,520.0,524.0,287.0,17497.0,,,,,,,,,,,,,,,,,,
2026,104,329,9793,747,14,466,101,2119,99,19823,1550,1247,10074,21800,1851,282,23,349,415,2546,820,10917,419,1688,37844,4585,1675,431,398,231.0,502.0,12936.0,1116.0,66.0,50000.0,4341.0,57.0,643.0,2571.0,50000.0,121.0,22473.0,50000.0,403.0,971.0,145.0,1169.0,1776.0,10170.0,29916.0,299.0,14.0,1846.0,4063.0,3637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,105,859,2661,50000,5068,764,556,1272,50000,1230,1853,581,30583,50000,6023,2396,2135,5,12600,2725,5696,327,743,695,25193,753,50000,5732,80,1411.0,380.0,8.0,50000.0,11341.0,7408.0,2947.0,61.0,579.0,16052.0,140.0,3.0,1102.0,1365.0,2735.0,12085.0,9623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,106,3724,38955,43,6895,9360,87,45,300,371,12864,417,228,420,32127,2012,1242,1478,49617,298,50000,3299,1302,50000,138,802,89,21184,50000,50000.0,41831.0,1186.0,779.0,30.0,50000.0,6306.0,567.0,50000.0,170.0,5394.0,1263.0,9649.0,1660.0,51.0,2353.0,26973.0,1809.0,12682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,107,3161,66,2025,50000,25284,50000,5188,36313,317,387,2,38050,50000,487,1030,294,5079,32638,25,5432,973,2587,6150,1215,1502,1139,22153,5561,3384.0,81.0,754.0,18512.0,2140.0,10167.0,50000.0,26289.0,2459.0,541.0,3.0,1277.0,860.0,5179.0,1324.0,872.0,23.0,185.0,6429.0,50000.0,1525.0,4427.0,21185.0,255.0,4882.0,304.0,17007.0,2845.0,4113.0,274.0,11452.0,4194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,108,156,831,3479,13972,479,2,50000,13094,25,425,50000,50000,20463,1252,2397,1402,32910,217,258,24487,1742,50000,362,1697,193,1983,48,574,53.0,11082.0,11729.0,25.0,50000.0,50000.0,2185.0,390.0,50000.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,109,2047,3054,50000,4796,558,179,827,156,2195,473,46,45233,559,81,1277,2311,24,4470,141,50000,7238,715,301,1497,9043,1826,1130,2254,429.0,824.0,10.0,22343.0,4117.0,280.0,50000.0,2421.0,145.0,16665.0,5279.0,5234.0,670.0,6021.0,1010.0,7842.0,16.0,656.0,50000.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,110,429,634,93,8,1092,2737,1707,1354,2169,25270,1208,462,962,8316,50000,403,2495,4546,162,2049,49,23,4881,744,3232,1861,168,1738,89.0,50000.0,65.0,1192.0,143.0,8132.0,848.0,531.0,16518.0,2096.0,7106.0,166.0,58.0,2547.0,876.0,9357.0,1594.0,3255.0,33.0,50000.0,1290.0,11184.0,240.0,4213.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,111,6045,798,2095,11195,89,350,6125,50000,1377,8565,1489,50000,24,2468,33,4,4103,2762,953,1492,50000,1019,6991,382,4080,1072,696,50000,37205.0,2743.0,6.0,788.0,50000.0,1092.0,30909.0,50000.0,3370.0,236.0,4.0,10814.0,253.0,3027.0,85.0,1001.0,2119.0,3817.0,119.0,39090.0,436.0,29.0,1481.0,2122.0,2912.0,50000.0,1076.0,1443.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,112,15221,3090,679,16,50000,90,442,4779,97,46,9,11860,497,50000,161,193,472,3581,599,9032,168,61,21,7,531,916,400,43921,42261.0,841.0,22.0,470.0,433.0,375.0,339.0,379.0,739.0,396.0,3281.0,4804.0,199.0,47074.0,167.0,34.0,5056.0,251.0,4355.0,5.0,50000.0,10497.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
